epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_f1,validation_macro_f1,run
1,1.6210356685850356,2.072769815271551,0.4663484486873508,0.37851851851851853,0.44892844128475806,0.3407762296009052,exp_rich_chroma_mlp
2,1.427926576498783,2.101906006986445,0.5212410501193318,0.3748148148148148,0.511219554401907,0.3416132031289271,exp_rich_chroma_mlp
3,1.2874271917824793,2.1348323117602956,0.5594272076372315,0.37703703703703706,0.5579265197691803,0.3427390345401818,exp_rich_chroma_mlp
4,1.175470288353737,2.2243575670502405,0.6081145584725537,0.39555555555555555,0.6012318041238963,0.35014845773726866,exp_rich_chroma_mlp
5,1.0647114172126309,2.3200635747476057,0.6343675417661098,0.3851851851851852,0.6322562810540123,0.35363160299920615,exp_rich_chroma_mlp
6,0.983795596493615,2.407654962756417,0.6606205250596658,0.3874074074074074,0.6603969601145131,0.3602713352623083,exp_rich_chroma_mlp
7,0.9284709047789526,2.4196276773105967,0.6757358790771678,0.37777777777777777,0.6803997146019732,0.3416838345617072,exp_rich_chroma_mlp
8,0.8297152615556813,2.5101815299554304,0.7064439140811456,0.3888888888888889,0.7113054766118082,0.361134908996872,exp_rich_chroma_mlp
9,0.8152657355925049,2.7226890271360222,0.7015115354017502,0.3540740740740741,0.7044760726200462,0.3344500174567295,exp_rich_chroma_mlp
